,age,number_officers,fatality,armed,race,sex,stop_reason,officer_race,dept,year,month
3768,32.4075723830735,3.0,0,2,2,3,37,51,0,2016,9
3769,32.4075723830735,3.0,0,2,2,3,37,51,0,2016,9
3945,32.4075723830735,1.0,1,0,2,3,87,5,1,2012,5
3946,32.4075723830735,1.0,1,0,2,3,87,5,1,2012,5
3947,32.4075723830735,3.0,0,0,2,3,69,70,1,2012,3
3948,32.4075723830735,3.0,1,0,2,3,69,70,1,2012,3
3949,32.4075723830735,1.0,1,0,1,3,64,5,1,2015,11
3950,32.4075723830735,1.0,1,0,1,3,64,5,1,2015,11
3981,32.4075723830735,1.0,1,2,1,3,102,0,5,2010,2
3982,32.4075723830735,1.0,1,0,3,3,102,0,5,2010,2
3983,32.4075723830735,2.0,0,2,2,3,102,31,5,2010,9
3984,32.4075723830735,2.0,1,0,1,3,102,31,5,2010,9
3985,32.4075723830735,2.0,1,0,2,3,102,58,5,2010,11
3986,32.4075723830735,2.0,1,0,3,3,102,58,5,2010,11
3987,32.4075723830735,2.0,1,2,0,3,102,8,5,2010,12
3988,32.4075723830735,2.0,1,2,0,3,102,8,5,2010,12
3989,32.4075723830735,1.0,0,0,2,3,102,40,5,2011,2
3990,32.4075723830735,1.0,1,0,2,3,102,40,5,2011,2
3991,32.4075723830735,3.0,1,0,2,3,102,2,5,2011,2
3992,32.4075723830735,3.0,1,2,2,3,102,2,5,2011,2
3993,32.4075723830735,1.0,1,0,3,3,102,5,5,2011,6
3994,32.4075723830735,1.0,0,0,3,3,102,5,5,2011,6
3995,32.4075723830735,1.0,1,0,2,3,102,40,5,2011,9
3996,32.4075723830735,1.0,1,2,2,3,102,40,5,2011,9
3997,32.4075723830735,2.0,1,0,2,3,102,63,5,2012,2
3998,32.4075723830735,2.0,1,0,2,3,102,63,5,2012,2
3999,32.4075723830735,1.0,1,2,2,3,102,29,5,2012,7
4000,32.4075723830735,1.0,1,2,2,3,102,29,5,2012,7
4001,32.4075723830735,1.0,1,0,1,3,102,5,5,2012,8
4002,32.4075723830735,1.0,1,0,1,3,102,5,5,2012,8
4003,32.4075723830735,1.0,1,0,2,3,102,40,5,2012,9
4004,32.4075723830735,1.0,1,0,4,3,102,40,5,2012,9
4005,32.4075723830735,1.0,1,2,1,3,102,29,5,2012,12
4006,32.4075723830735,1.0,1,2,1,3,102,29,5,2012,12
4007,32.4075723830735,1.0,1,1,1,3,102,40,5,2013,1
4008,32.4075723830735,1.0,1,1,1,3,102,40,5,2013,1
4009,32.4075723830735,1.0,1,2,1,3,102,40,5,2013,1
4010,32.4075723830735,1.0,1,0,1,3,102,40,5,2013,1
4011,32.4075723830735,1.0,1,0,1,3,102,40,5,2013,1
4012,32.4075723830735,1.0,1,0,1,3,102,40,5,2013,1
4013,32.4075723830735,1.0,1,2,1,3,102,40,5,2013,1
4014,32.4075723830735,1.0,1,2,1,3,102,40,5,2013,1
4015,32.4075723830735,1.0,1,0,4,3,102,0,5,2013,2
4016,32.4075723830735,1.0,1,0,4,3,102,0,5,2013,2
4017,32.4075723830735,1.0,1,0,1,3,102,5,5,2013,4
4018,32.4075723830735,1.0,1,2,1,3,102,5,5,2013,4
4019,32.4075723830735,2.0,1,2,1,3,102,58,5,2013,4
4020,32.4075723830735,2.0,1,0,3,3,102,58,5,2013,4
4021,32.4075723830735,2.0,1,0,3,3,102,58,5,2013,4
4022,32.4075723830735,2.0,1,0,3,3,102,58,5,2013,4
4023,32.4075723830735,1.0,1,2,1,3,102,29,5,2013,4
4024,32.4075723830735,1.0,1,2,1,3,102,29,5,2013,4
4025,32.4075723830735,1.0,1,2,3,3,102,40,5,2013,4
4026,32.4075723830735,1.0,1,2,1,3,102,40,5,2013,4
4027,32.4075723830735,1.0,0,2,1,3,102,40,5,2013,4
4028,32.4075723830735,1.0,1,0,1,3,102,29,5,2013,6
4029,32.4075723830735,1.0,1,0,1,3,102,29,5,2013,6
4030,32.4075723830735,1.0,1,0,1,3,102,29,5,2013,6
4031,32.4075723830735,1.0,1,2,1,3,102,29,5,2013,6
4032,32.4075723830735,4.0,0,2,4,3,102,61,5,2013,9
4033,32.4075723830735,4.0,1,0,4,3,102,61,5,2013,9
4034,32.4075723830735,1.0,1,2,2,3,102,29,5,2013,9
4035,32.4075723830735,1.0,1,0,2,3,102,29,5,2013,9
4036,32.4075723830735,1.0,1,0,2,3,102,29,5,2013,9
4037,32.4075723830735,1.0,1,0,2,3,102,29,5,2013,9
4038,32.4075723830735,1.0,1,2,1,3,102,5,5,2013,9
4039,32.4075723830735,1.0,1,2,1,3,102,5,5,2013,9
4040,32.4075723830735,1.0,1,0,1,3,102,29,5,2013,11
4041,32.4075723830735,1.0,1,0,2,3,102,29,5,2013,11
4042,32.4075723830735,1.0,1,0,2,3,102,29,5,2013,11
4043,32.4075723830735,1.0,1,0,2,3,102,29,5,2013,11
4044,32.4075723830735,1.0,1,0,2,3,102,29,5,2013,11
4045,32.4075723830735,1.0,1,0,1,3,102,29,5,2013,11
4046,32.4075723830735,1.0,1,0,3,3,102,5,5,2014,2
4047,32.4075723830735,1.0,1,0,3,3,102,5,5,2014,2
4048,32.4075723830735,1.0,1,0,4,3,102,5,5,2014,2
4049,32.4075723830735,1.0,1,0,1,3,102,40,5,2014,2
4050,32.4075723830735,1.0,1,0,3,3,102,40,5,2014,2
4051,32.4075723830735,1.0,1,2,1,3,102,40,5,2014,2
4052,32.4075723830735,1.0,0,0,3,3,102,29,5,2014,2
4053,32.4075723830735,1.0,1,0,3,3,102,29,5,2014,2
4054,32.4075723830735,1.0,2,0,3,3,102,5,5,2014,3
4055,32.4075723830735,1.0,0,0,3,3,102,5,5,2014,3
4056,32.4075723830735,1.0,2,0,1,3,102,29,5,2014,3
4057,32.4075723830735,1.0,1,0,1,3,102,29,5,2014,3
4058,32.4075723830735,1.0,0,2,1,3,102,40,5,2014,5
4059,32.4075723830735,1.0,1,0,1,3,102,40,5,2014,5
4060,32.4075723830735,1.0,1,0,1,3,102,5,5,2014,7
4061,32.4075723830735,1.0,1,2,1,3,102,5,5,2014,7
4062,32.4075723830735,1.0,1,0,1,3,102,29,5,2014,8
4063,32.4075723830735,1.0,1,0,1,3,102,29,5,2014,8
4064,32.4075723830735,1.0,1,2,4,3,102,40,5,2014,9
4065,32.4075723830735,1.0,1,0,4,3,102,40,5,2014,9
4066,32.4075723830735,1.0,1,0,4,3,102,40,5,2014,9
4067,32.4075723830735,2.0,1,0,2,3,102,11,5,2014,10
4068,32.4075723830735,2.0,1,0,4,3,102,11,5,2014,10
4069,32.4075723830735,1.0,1,2,1,3,102,40,5,2015,1
4070,32.4075723830735,1.0,1,0,1,3,102,40,5,2015,1
4071,32.4075723830735,1.0,1,0,1,3,102,40,5,2015,1
4072,32.4075723830735,1.0,1,2,2,3,102,29,5,2015,2
4073,32.4075723830735,1.0,1,0,2,3,102,29,5,2015,2
4074,32.4075723830735,1.0,1,0,2,3,102,29,5,2015,2
4075,32.4075723830735,3.0,1,2,0,3,102,69,5,2015,7
4076,32.4075723830735,3.0,1,2,1,3,102,69,5,2015,7
4077,32.4075723830735,3.0,1,2,1,3,102,69,5,2015,7
4078,32.4075723830735,1.0,0,2,3,3,102,29,5,2015,7
4079,32.4075723830735,1.0,1,2,3,3,102,29,5,2015,7
4080,32.4075723830735,1.0,1,0,1,3,102,29,5,2015,7
4081,32.4075723830735,1.0,1,2,1,3,102,5,5,2015,8
4082,32.4075723830735,1.0,1,0,1,3,102,5,5,2015,8
4083,32.4075723830735,2.0,1,2,2,3,102,35,5,2015,9
4084,32.4075723830735,2.0,1,0,2,3,102,35,5,2015,9
4085,32.4075723830735,3.0,1,2,1,3,102,37,5,2015,10
4086,32.4075723830735,3.0,1,0,1,3,102,37,5,2015,10
4087,32.4075723830735,3.0,0,2,1,3,102,37,5,2015,10
4088,32.4075723830735,2.0,0,2,1,3,102,63,5,2015,10
4089,32.4075723830735,2.0,0,2,1,3,102,63,5,2015,10
4090,32.4075723830735,2.0,1,2,1,3,102,63,5,2015,10
4091,32.4075723830735,1.0,1,0,1,3,102,40,5,2015,12
4092,32.4075723830735,1.0,1,2,1,3,102,40,5,2015,12
4093,32.4075723830735,1.0,1,2,1,3,102,40,5,2016,1
4094,32.4075723830735,1.0,1,0,3,3,102,40,5,2016,1
4095,32.4075723830735,1.0,1,0,3,3,102,40,5,2016,2
4096,32.4075723830735,1.0,1,2,3,3,102,40,5,2016,2
4097,32.4075723830735,1.0,1,2,3,3,102,29,5,2016,2
4098,32.4075723830735,1.0,1,2,1,3,102,29,5,2016,2
4099,32.4075723830735,6.0,1,2,1,3,102,74,5,2016,3
4100,32.4075723830735,6.0,1,0,1,3,102,74,5,2016,3
4101,32.4075723830735,6.0,1,2,1,3,102,74,5,2016,3
4102,32.4075723830735,6.0,0,0,1,3,102,74,5,2016,3
4103,32.4075723830735,6.0,0,2,1,3,102,74,5,2016,3
4104,32.4075723830735,6.0,1,2,1,3,102,74,5,2016,3
4105,32.4075723830735,1.0,2,2,1,3,102,29,5,2016,4
4106,32.4075723830735,1.0,2,2,1,3,102,29,5,2016,4
4107,32.4075723830735,1.0,1,0,3,3,102,0,5,2016,8
4108,32.4075723830735,1.0,1,0,1,3,102,0,5,2016,8
4109,32.4075723830735,1.0,1,2,1,3,102,0,5,2016,8
4110,32.4075723830735,2.0,0,2,1,3,102,33,5,2016,12
4111,32.4075723830735,2.0,1,2,1,3,102,33,5,2016,12
