,custody_type,race,death_type,age
3297,2,1,5,56.0
3298,2,1,5,58.0
3299,2,4,5,38.0
3300,3,1,3,33.0
3301,2,3,5,54.0
3302,2,3,5,26.0
3303,2,1,2,40.0
3304,3,1,3,21.0
3305,3,1,3,44.0
3306,3,1,2,27.0
3307,2,1,5,48.0
3308,2,1,5,53.0
3309,3,1,3,29.0
3310,3,1,7,45.0
3311,2,3,5,54.0
3312,3,1,1,23.0
3313,3,1,7,33.0
3314,2,1,5,47.0
3315,0,1,2,50.0
3316,2,1,5,47.0
3317,1,1,5,62.0
3318,0,1,5,43.0
3319,3,1,3,39.0
3320,2,1,7,33.0
3321,2,1,5,56.0
3322,2,1,5,52.0
3323,3,1,3,27.0
3324,3,1,4,52.0
3325,2,3,5,22.0
3326,3,3,6,22.0
3327,3,3,7,31.0
3328,3,3,3,30.0
3329,3,1,2,36.0
3330,1,1,5,33.0
3331,0,4,2,35.0
3332,2,4,6,35.0
3333,3,1,3,28.0
3334,2,3,7,23.0
3335,2,1,5,31.0
3336,0,3,6,21.0
3337,3,7,3,29.0
3338,3,1,3,24.0
3339,2,1,5,34.0
3340,2,3,5,49.0
3341,3,3,3,28.0
3342,0,1,7,32.0
3343,2,1,5,30.0
3344,3,1,3,27.0
3345,2,3,5,21.0
3346,2,1,5,38.0
3347,3,3,3,25.0
3348,3,3,5,34.0
3349,2,3,5,34.0
3350,2,3,5,33.0
3351,3,3,3,25.0
3352,3,3,3,20.0
3353,3,3,3,29.0
3354,3,3,5,24.0
3355,2,3,5,66.0
3356,0,3,5,26.0
3357,2,3,5,43.0
3358,2,1,1,57.0
3359,0,1,7,81.0
3360,2,1,7,46.0
3361,2,1,7,22.0
3362,2,4,7,26.0
3363,2,4,7,44.0
3364,3,4,7,51.0
3365,2,1,5,57.0
3366,2,1,5,70.0
3367,2,3,5,25.0
3368,3,1,3,26.0
3369,2,4,5,43.0
3370,2,1,5,52.0
3371,0,1,7,47.0
3372,2,4,5,40.0
3373,2,3,5,44.0
3374,3,1,5,54.0
3375,2,1,5,60.0
3376,2,1,5,77.0
3377,2,3,5,65.0
3378,2,1,5,65.0
3379,2,3,5,49.0
3380,3,4,3,51.0
3381,2,1,5,70.0
3382,2,1,5,60.0
3383,2,3,5,29.0
3384,2,1,5,71.0
3385,3,1,3,56.0
3386,2,1,5,76.0
3387,2,3,5,63.0
3388,0,3,7,41.0
3389,2,3,5,67.0
3390,2,1,5,80.0
3391,2,1,5,43.0
3392,0,4,5,48.0
3393,2,3,5,50.0
3394,2,1,5,64.0
3395,2,4,5,54.0
3396,3,3,3,56.0
3397,2,1,5,73.0
3398,0,3,5,50.0
3399,3,1,3,49.0
3400,3,1,5,37.0
3401,2,3,5,59.0
3402,3,3,2,45.0
3403,2,1,5,50.0
3404,0,1,2,47.0
3405,2,1,5,64.0
3406,2,1,5,63.0
3407,2,1,7,49.0
3408,2,1,5,62.0
3409,0,1,5,59.0
3410,2,1,5,59.0
3411,3,1,3,44.0
3412,2,4,5,48.0
3413,2,3,5,55.0
3414,0,1,5,56.0
3415,2,3,5,50.0
3416,2,1,4,25.0
3417,2,1,5,55.0
3418,2,1,5,65.0
3419,2,1,5,77.0
3420,3,1,3,22.0
3421,2,3,5,44.0
3422,0,3,5,57.0
3423,2,1,5,63.0
3424,3,1,3,72.0
3425,2,3,5,59.0
3426,2,3,5,55.0
3427,2,1,5,59.0
3428,2,3,5,53.0
3429,2,3,5,57.0
3430,3,3,3,34.0
3431,2,1,5,43.0
3432,2,3,7,31.0
3433,2,1,5,67.0
3434,3,4,2,37.0
3435,2,1,5,50.0
3436,3,3,7,20.0
3437,2,1,5,49.0
3438,2,1,5,76.0
3439,2,4,5,49.0
3440,0,1,6,38.0
3441,2,4,5,31.0
3442,2,4,5,73.0
3443,2,4,5,50.0
3444,2,4,5,63.0
3445,2,4,5,50.0
3446,0,3,5,53.0
3447,0,4,6,47.0
3448,2,4,5,51.0
3449,2,3,5,55.0
3450,2,3,5,79.0
3451,0,1,5,32.0
3452,2,1,5,66.0
3453,3,4,3,65.0
3454,2,4,5,56.0
3455,2,4,5,58.0
3456,2,4,5,64.0
3457,2,3,5,59.0
3458,2,1,7,33.0
3459,2,4,5,44.0
3460,2,4,5,47.0
3461,3,3,2,21.0
3462,2,4,5,69.0
3463,3,4,3,36.0
3464,0,4,5,56.0
3465,2,4,5,46.0
3466,0,1,5,62.0
3467,2,4,7,20.0
3468,2,4,5,53.0
3469,2,3,6,59.0
3470,2,3,5,66.0
3471,0,1,5,27.0
3472,0,1,5,41.0
3473,2,1,5,50.0
3474,2,3,5,64.0
3475,2,4,5,63.0
3476,2,1,5,65.0
3477,2,3,5,77.0
3478,2,4,5,85.0
3479,2,4,5,43.0
3480,2,3,5,42.0
3481,3,4,3,33.0
3482,2,4,5,60.0
3483,2,4,5,77.0
3484,0,4,5,55.0
3485,2,4,5,46.0
3486,2,4,5,51.0
3487,2,4,5,75.0
3488,2,4,7,24.0
3489,2,4,5,87.0
3490,0,4,5,45.0
3491,2,4,5,67.0
3492,2,4,7,25.0
3493,0,4,5,32.0
3494,2,4,5,66.0
3495,2,4,4,17.0
3496,2,4,5,70.0
3497,2,4,5,58.0
3498,3,4,2,41.0
3499,2,4,5,43.0
3500,2,4,5,34.0
3501,0,4,7,18.0
3502,3,4,4,36.0
3503,2,4,5,70.0
3504,2,4,5,70.0
3505,0,4,7,23.0
3506,0,4,7,40.0
3507,0,4,5,50.0
3508,2,4,5,42.0
3509,2,4,5,57.0
3510,3,4,1,32.0
3511,2,4,5,60.0
3512,2,4,5,45.0
3513,2,4,0,44.0
3514,3,4,3,21.0
3515,0,4,5,56.0
3516,3,4,3,28.0
3517,2,4,5,53.0
3518,0,4,5,54.0
3519,3,4,3,42.0
3520,1,4,5,41.0
3521,2,4,5,59.0
3522,2,3,5,59.0
3523,0,3,7,28.0
3524,2,1,5,41.0
3525,0,1,5,57.0
3526,2,1,5,64.0
3527,2,3,5,48.0
3528,2,3,5,56.0
3529,2,3,5,43.0
3530,0,1,5,30.0
3531,2,3,5,55.0
3532,2,1,5,65.0
3533,2,1,5,53.0
3534,2,3,5,40.0
3535,2,1,5,74.0
3536,2,1,5,57.0
3537,2,1,5,56.0
3538,2,3,5,67.0
3539,2,1,5,58.0
3540,2,3,5,40.0
3541,2,1,5,71.0
3542,2,1,7,61.0
3543,2,1,5,74.0
3544,2,1,5,60.0
3545,2,1,5,58.0
3546,2,1,5,73.0
3547,3,4,3,32.0
3548,2,1,5,43.0
3549,3,4,3,35.0
3550,3,4,3,31.0
3551,2,1,5,69.0
3552,0,3,5,52.0
3553,2,1,5,70.0
3554,2,1,5,48.0
3555,2,1,5,62.0
3556,2,1,5,53.0
3557,2,1,5,48.0
3558,2,3,5,57.0
3559,2,1,5,49.19434720601582
3560,2,3,5,53.0
3561,2,1,5,63.0
3562,2,4,5,48.0
3563,2,1,5,63.0
3564,2,4,5,32.0
3565,2,1,5,57.0
3566,2,4,5,30.0
3567,2,1,5,66.0
3568,2,4,5,47.0
3569,2,1,5,54.0
3570,2,4,5,49.0
3571,3,3,3,51.0
3572,0,1,5,59.0
3573,0,3,5,54.0
3574,2,4,5,51.0
3575,3,3,6,43.0
3576,2,1,5,72.0
3577,2,3,5,43.0
3578,2,4,5,56.0
3579,2,1,6,42.0
3580,3,3,3,21.0
3581,2,1,5,58.0
3582,3,4,3,29.0
3583,2,4,5,46.0
3584,2,7,5,58.0
3585,2,4,5,44.0
3586,2,4,5,63.0
3587,2,4,5,56.0
3588,0,1,5,55.0
3589,2,1,5,27.0
3590,2,1,5,46.0
3591,2,4,5,46.0
3592,2,4,5,48.0
3593,2,1,5,68.0
3594,2,4,5,61.0
3595,2,4,5,47.0
3596,2,4,5,52.0
3597,2,1,5,44.0
3598,2,1,6,82.0
3599,2,3,5,57.0
3600,2,1,5,64.0
3601,2,1,5,36.0
3602,3,4,3,28.0
3603,3,1,3,58.0
3604,3,1,5,46.0
3605,3,4,7,30.0
3606,2,3,5,62.0
3607,2,4,5,49.0
3608,2,3,5,46.0
3609,2,4,5,54.0
3610,2,3,5,60.0
3611,2,4,5,52.0
3612,2,1,5,65.0
3613,2,1,5,68.0
3614,2,4,7,21.0
3615,2,1,5,69.0
3616,2,4,5,54.0
3617,3,1,2,41.0
3618,2,3,5,78.0
3619,2,4,5,70.0
3620,3,4,1,35.0
3621,2,3,5,33.0
3622,0,4,5,39.0
3623,2,4,5,65.0
3624,2,4,5,53.0
3625,2,4,4,52.0
3626,2,4,5,71.0
3627,3,4,3,17.0
3628,2,4,5,55.0
3629,2,1,5,72.0
3630,2,1,5,43.0
3631,0,4,7,26.0
3632,2,1,5,69.0
3633,2,1,5,65.0
3634,2,4,7,33.0
3635,2,4,5,59.0
3636,2,1,5,81.0
3637,3,4,2,35.0
3638,2,4,5,46.0
3639,2,4,5,23.0
3640,2,4,5,63.0
3641,3,1,3,42.0
3642,2,1,5,74.0
3643,0,4,5,63.0
3644,2,4,5,56.0
3645,2,4,5,51.0
3646,3,4,2,37.0
3647,2,4,5,64.0
3648,0,4,5,48.0
3649,2,4,5,57.0
3650,2,4,5,50.0
3651,2,3,5,64.0
3652,2,4,5,60.0
3653,2,4,5,50.0
3654,2,4,7,54.0
3655,2,4,5,57.0
3656,2,1,5,48.0
3657,0,3,5,56.0
3658,2,1,5,75.0
3659,3,1,3,29.0
3660,2,4,5,69.0
3661,2,4,5,60.0
3662,2,1,5,74.0
3663,2,3,5,52.0
3664,2,1,5,65.0
3665,0,1,6,54.0
3666,2,4,5,64.0
3667,2,1,5,66.0
3668,1,4,7,18.0
3669,3,4,3,38.0
3670,2,3,5,47.0
3671,2,1,5,46.0
3672,2,1,1,43.0
3673,2,4,5,45.0
3674,2,3,5,36.0
3675,0,4,7,24.0
3676,2,4,5,57.0
3677,2,1,5,64.0
3678,3,4,3,35.0
3679,0,1,1,41.0
3680,0,4,7,27.0
3681,2,4,5,51.0
3682,2,4,5,26.0
3683,0,4,7,37.0
3684,3,1,2,41.0
3685,2,1,5,53.0
3686,3,3,3,56.0
3687,2,1,5,66.0
3688,2,3,5,26.0
3689,3,4,6,37.0
3690,2,3,5,74.0
3691,3,1,3,39.0
3692,2,1,5,32.0
3693,3,4,6,27.0
3694,0,1,5,52.0
3695,0,1,4,45.0
3696,2,1,7,43.0
3697,2,1,5,65.0
3698,3,3,3,52.0
3699,2,1,7,51.0
3700,0,3,5,58.0
3701,2,1,5,44.0
3702,0,1,5,53.0
3703,3,1,7,64.0
3704,0,3,5,58.0
3705,3,4,3,26.0
3706,2,1,5,68.0
3707,3,1,7,55.0
3708,3,3,5,34.0
3709,2,1,5,66.0
3710,2,1,5,58.0
3711,2,1,5,47.0
3712,2,3,5,24.0
3713,2,1,5,48.0
3714,2,1,5,57.0
3715,2,1,5,34.0
3716,2,1,5,58.0
3717,2,1,5,90.0
3718,2,3,5,58.0
3719,2,3,5,54.0
3720,2,4,5,31.0
3721,2,3,7,51.0
3722,3,1,7,24.0
3723,3,4,0,49.19434720601582
3724,3,4,0,49.19434720601582
3725,3,4,0,49.19434720601582
3726,2,1,5,62.0
3727,0,3,5,63.0
3728,2,1,5,76.0
3729,0,3,5,48.0
3730,0,1,7,42.0
3731,2,3,5,47.0
3732,0,3,5,44.0
3733,0,1,7,52.0
3734,0,1,7,36.0
3735,0,1,7,37.0
3736,2,1,5,54.0
3737,2,3,7,34.0
3738,2,4,1,48.0
3739,2,1,5,60.0
3740,2,3,5,39.0
3741,2,4,4,30.0
3742,0,1,7,23.0
3743,2,3,5,40.0
3744,0,1,7,45.0
3745,2,1,5,91.0
3746,2,4,5,64.0
3747,2,3,5,47.0
3748,2,3,5,33.0
3749,2,1,5,48.0
3750,2,3,5,62.0
3751,3,3,7,41.0
3752,3,3,3,21.0
3753,2,3,5,54.0
3754,0,1,7,34.0
3755,2,3,5,52.0
3756,2,3,5,40.0
3757,2,1,5,59.0
3758,2,1,5,66.0
3759,2,1,5,71.0
3760,0,1,7,47.0
3761,0,2,2,19.0
3762,2,1,5,58.0
3763,2,3,5,58.0
3764,3,3,7,48.0
3765,2,3,7,31.0
3766,2,1,5,39.0
3767,2,1,5,58.0
3768,1,3,5,60.0
3769,2,3,5,60.0
3770,3,1,3,49.0
3771,0,1,7,62.0
3772,2,1,5,68.0
3773,2,1,5,45.0
3774,3,4,3,26.0
3775,2,4,5,45.0
3776,2,4,5,53.0
3777,2,3,5,71.0
3778,2,3,5,51.0
3779,2,1,5,50.0
3780,3,1,6,35.0
3781,2,1,5,52.0
3782,2,3,5,68.0
3783,2,1,5,54.0
3784,2,4,5,56.0
3785,2,1,5,61.0
3786,2,1,5,73.0
3787,0,4,7,47.0
3788,0,1,7,34.0
3789,2,1,5,82.0
3790,3,1,7,59.0
3791,2,1,5,48.0
3792,2,1,5,59.0
3793,2,1,5,50.0
3794,2,3,5,59.0
3795,2,1,5,68.0
3796,2,1,5,56.0
3797,2,4,5,67.0
3798,1,1,2,23.0
3799,3,4,3,29.0
3800,3,4,6,42.0
3801,2,1,5,52.0
3802,3,1,3,30.0
3803,2,1,5,55.0
3804,1,1,7,46.0
3805,2,1,5,68.0
3806,2,1,6,43.0
3807,3,3,7,53.0
3808,0,3,5,58.0
3809,2,3,5,46.0
3810,2,1,5,79.0
3811,3,3,2,32.0
3812,0,1,5,43.0
3813,2,4,5,59.0
3814,2,1,5,64.0
3815,2,1,4,67.0
3816,0,1,7,45.0
3817,2,3,5,56.0
3818,2,4,5,57.0
3819,0,4,5,28.0
3820,3,3,3,32.0
3821,2,4,6,47.0
3822,3,1,3,70.0
3823,2,1,5,41.0
3824,0,1,5,55.0
3825,2,3,1,61.0
3826,2,1,5,57.0
3827,2,1,5,33.0
3828,2,3,5,58.0
3829,2,1,5,60.0
3830,0,1,7,32.0
3831,0,4,6,24.0
3832,2,3,5,45.0
3833,2,3,5,69.0
3834,2,4,5,41.0
3835,2,1,5,58.0
3836,3,1,3,41.0
3837,0,3,5,59.0
3838,2,1,5,55.0
3839,0,1,6,54.0
3840,0,1,7,35.0
3841,3,1,2,56.0
3842,0,1,5,17.0
3843,2,3,5,71.0
3844,0,3,5,51.0
3845,2,1,5,49.0
3846,0,1,5,37.0
3847,2,3,5,32.0
3848,2,4,5,56.0
3849,2,4,5,52.0
3850,3,1,7,54.0
3851,2,3,5,46.0
3852,2,1,5,47.0
3853,0,1,5,58.0
3854,3,1,3,38.0
3855,2,1,5,67.0
3856,2,1,5,60.0
3857,2,1,7,40.0
3858,2,1,5,72.0
3859,2,1,5,63.0
3860,2,1,5,65.0
3861,2,3,5,64.0
3862,2,4,5,50.0
3863,2,1,7,42.0
3864,2,1,7,38.0
3865,2,1,7,25.0
3866,2,1,7,28.0
3867,2,3,5,54.0
3868,1,3,2,35.0
3869,2,1,5,72.0
3870,3,1,3,37.0
3871,2,3,5,62.0
3872,2,3,5,44.0
3873,0,1,5,64.0
3874,2,3,5,53.0
3875,2,4,5,69.0
3876,2,4,5,48.0
3877,2,1,5,52.0
3878,2,1,5,45.0
3879,2,1,5,57.0
3880,2,4,5,60.0
3881,2,3,5,64.0
3882,2,1,5,41.0
3883,2,4,5,46.0
3884,0,4,5,67.0
3885,2,4,5,44.0
3886,2,3,5,50.0
3887,0,4,5,49.0
3888,2,1,5,58.0
3889,2,3,5,38.0
3890,3,3,2,34.0
3891,2,3,5,57.0
3892,2,4,5,59.0
3893,0,3,5,59.0
3894,2,3,5,66.0
3895,2,1,5,60.0
3896,2,4,5,67.0
3897,0,1,6,55.0
3898,2,4,5,56.0
3899,3,4,3,36.0
3900,2,1,5,64.0
3901,2,1,5,60.0
3902,2,4,5,73.0
3903,0,4,5,47.0
3904,2,1,5,64.0
3905,2,1,1,43.0
3906,2,1,5,62.0
3907,2,3,5,59.0
3908,2,1,5,64.0
3909,3,1,6,44.0
3910,3,4,2,31.0
3911,2,4,5,50.0
3912,3,3,7,49.0
3913,2,3,5,63.0
3914,2,3,5,73.0
3915,2,1,5,37.0
3916,2,4,5,70.0
3917,0,4,7,31.0
3918,2,3,5,50.0
3919,2,1,5,34.0
3920,2,1,5,70.0
3921,2,1,5,63.0
3922,2,2,5,46.0
3923,2,1,5,37.0
3924,2,1,1,56.0
3925,3,4,3,16.0
3926,3,4,1,43.0
3927,3,4,6,21.0
3928,2,1,5,48.0
3929,0,1,7,33.0
3930,0,4,7,22.0
3931,3,1,3,20.0
3932,2,3,5,72.0
3933,0,1,4,30.0
3934,3,1,4,30.0
3935,3,1,3,29.0
3936,1,3,6,42.0
3937,0,4,7,19.0
3938,2,1,7,23.0
3939,3,3,2,28.0
3940,3,3,3,38.0
3941,3,4,3,17.0
3942,0,4,5,21.0
3943,2,1,5,50.0
3944,2,1,0,14.0
3945,3,3,3,26.0
3946,3,4,3,23.0
3947,3,1,3,22.0
3948,3,1,7,19.0
3949,0,4,7,33.0
3950,3,4,3,22.0
3951,3,4,7,30.0
3952,3,4,2,47.0
3953,2,4,5,60.0
3954,2,4,7,27.0
3955,2,4,5,46.0
3956,2,4,7,26.0
3957,0,4,7,31.0
3958,0,4,6,45.0
3959,2,4,5,47.0
3960,2,4,5,57.0
3961,3,4,3,28.0
3962,2,4,5,50.0
3963,3,4,3,16.0
3964,2,4,5,51.0
3965,3,4,7,38.0
3966,2,4,5,61.0
3967,3,4,2,25.0
3968,2,4,5,53.0
3969,3,4,3,78.0
3970,1,4,7,36.0
3971,2,4,5,74.0
3972,3,4,3,24.0
3973,3,4,3,34.0
3974,0,4,5,59.0
3975,3,4,3,32.0
3976,2,4,5,45.0
3977,2,4,5,56.0
3978,3,4,3,16.0
3979,2,4,5,49.0
3980,3,4,3,18.0
3981,2,4,5,47.0
3982,0,4,7,51.0
3983,3,7,3,35.0
3984,0,4,7,32.0
3985,3,4,7,30.0
3986,2,4,5,85.0
3987,2,4,5,39.0
3988,0,4,6,58.0
3989,2,4,5,46.0
3990,2,4,5,57.0
3991,3,3,3,25.0
3992,2,4,5,24.0
3993,1,4,7,43.0
3994,2,4,5,77.0
3995,2,4,5,39.0
3996,2,4,5,53.0
3997,2,4,5,59.0
3998,1,4,2,37.0
3999,2,4,5,49.0
4000,3,4,3,30.0
4001,1,4,7,27.0
4002,2,4,5,49.0
4003,2,4,2,36.0
4004,3,4,3,18.0
4005,2,4,5,78.0
4006,3,4,3,20.0
4007,0,4,5,51.0
4008,2,4,5,51.0
4009,2,4,5,52.0
4010,3,4,4,42.0
4011,2,4,5,55.0
4012,3,4,3,35.0
4013,1,4,5,40.0
4014,2,4,5,47.0
4015,0,4,7,47.0
4016,2,4,5,61.0
4017,2,4,5,70.0
4018,3,4,3,39.0
4019,2,4,5,47.0
4020,2,4,5,63.0
4021,2,4,5,74.0
4022,2,4,5,61.0
4023,2,4,7,48.0
4024,3,4,5,63.0
4025,1,4,2,49.0
4026,3,4,6,25.0
4027,3,4,3,76.0
4028,2,4,5,54.0
4029,2,4,5,70.0
4030,2,4,5,52.0
4031,2,4,5,55.0
4032,3,4,3,35.0
4033,2,4,7,59.0
4034,1,4,2,37.0
4035,0,4,5,31.0
4036,2,4,7,41.0
4037,2,4,7,47.0
4038,2,4,5,34.0
4039,2,4,5,48.0
4040,3,4,3,17.0
4041,2,4,5,60.0
4042,1,4,7,28.0
4043,1,4,2,24.0
4044,0,4,5,28.0
4045,3,4,3,49.0
4046,2,4,5,50.0
4047,2,4,5,54.0
4048,2,4,5,66.0
4049,2,4,5,65.0
4050,3,4,3,24.0
4051,3,4,7,36.0
4052,3,4,3,39.0
4053,3,4,3,23.0
4054,2,4,5,61.0
4055,3,4,3,56.0
4056,1,4,7,28.0
4057,3,4,3,41.0
4058,2,4,5,46.0
4059,3,4,2,41.0
4060,2,4,5,56.0
4061,2,4,5,58.0
4062,3,4,3,28.0
4063,3,4,3,29.0
4064,3,4,7,39.0
4065,2,4,5,42.0
4066,3,4,3,30.0
4067,3,4,3,22.0
4068,2,4,5,48.0
4069,2,4,5,47.0
4070,3,4,3,35.0
4071,3,4,3,25.0
4072,3,4,3,21.0
4073,2,4,5,49.0
4074,2,4,5,65.0
4075,2,1,7,39.0
4076,2,4,5,80.0
4077,0,3,5,57.0
4078,2,1,7,29.0
4079,2,1,5,86.0
4080,3,1,7,25.0
4081,3,1,2,32.0
4082,2,1,5,23.0
4083,2,1,5,57.0
4084,0,1,5,53.0
4085,2,3,5,55.0
4086,2,1,7,44.0
4087,2,4,5,53.0
4088,2,1,5,21.0
4089,2,1,5,66.0
4090,3,1,3,53.0
4091,2,1,5,66.0
4092,3,1,3,33.0
4093,2,3,5,36.0
4094,2,3,5,70.0
4095,3,4,3,20.0
4096,3,1,3,41.0
4097,2,3,5,54.0
4098,1,4,7,33.0
4099,2,1,5,49.0
4100,0,0,5,57.0
4101,2,3,5,63.0
4102,3,1,6,48.0
4103,2,3,5,66.0
4104,2,3,5,43.0
4105,3,7,3,35.0
4106,2,1,5,68.0
4107,2,1,5,54.0
4108,2,1,5,60.0
4109,2,1,5,47.0
4110,0,3,5,30.0
4111,2,1,5,60.0
4112,2,3,5,61.0
4113,2,1,5,82.0
4114,2,3,5,69.0
4115,2,1,5,56.0
4116,2,4,5,45.0
4117,0,1,1,27.0
4118,2,4,5,50.0
4119,3,1,2,28.0
4120,3,1,2,55.0
4121,0,3,7,34.0
4122,3,4,7,59.0
4123,2,3,5,76.0
4124,3,4,6,26.0
4125,2,4,1,34.0
4126,2,1,5,63.0
4127,2,3,5,54.0
4128,2,1,5,65.0
4129,2,3,5,73.0
4130,0,1,5,63.0
4131,2,3,5,61.0
4132,3,7,3,52.0
4133,0,1,2,43.0
4134,0,3,7,41.0
4135,2,3,5,49.0
4136,2,4,7,23.0
4137,2,4,5,64.0
4138,1,1,6,34.0
4139,3,1,1,38.0
4140,2,1,5,27.0
4141,2,1,7,32.0
4142,3,4,3,24.0
4143,3,1,2,26.0
4144,2,1,5,26.0
4145,1,1,6,30.0
4146,3,1,7,35.0
4147,2,1,7,31.0
4148,3,4,3,22.0
4149,2,3,5,22.0
4150,3,1,3,31.0
4151,0,1,7,23.0
4152,3,1,7,30.0
4153,3,4,7,27.0
4154,2,1,5,68.0
4155,2,4,5,61.0
4156,3,4,3,32.0
4157,2,4,5,55.0
4158,0,4,2,26.0
4159,2,4,5,50.0
4160,2,4,5,69.0
4161,0,4,7,19.0
4162,2,4,5,65.0
4163,2,4,5,54.0
4164,2,4,5,44.0
4165,2,4,5,61.0
4166,2,4,5,54.0
4167,2,4,5,41.0
4168,2,4,5,52.0
4169,0,4,4,23.0
4170,0,4,1,33.0
4171,3,4,2,34.0
4172,0,4,5,49.0
4173,3,4,3,54.0
4174,2,4,5,68.0
4175,2,4,5,52.0
4176,2,4,5,46.0
4177,2,4,5,44.0
4178,3,4,6,25.0
4179,2,4,5,49.0
4180,0,4,7,45.0
4181,2,4,5,47.0
4182,2,4,5,51.0
4183,2,4,5,59.0
4184,2,4,6,58.0
4185,2,4,5,63.0
4186,2,4,5,60.0
4187,3,4,2,25.0
4188,2,4,5,57.0
4189,2,4,5,34.0
4190,3,4,3,39.0
4191,2,4,5,73.0
4192,2,4,5,67.0
4193,3,4,3,24.0
4194,2,4,5,56.0
4195,2,4,5,69.0
4196,2,4,5,62.0
4197,3,4,1,29.0
4198,2,4,5,64.0
4199,3,4,0,47.0
4200,3,4,1,47.0
4201,2,4,5,52.0
4202,3,4,3,26.0
4203,2,4,5,58.0
4204,0,4,5,51.0
4205,2,4,5,66.0
4206,0,4,5,48.0
4207,2,4,5,59.0
4208,3,3,3,45.0
4209,2,4,5,73.0
4210,0,4,7,48.0
4211,3,4,3,49.19434720601582
4212,2,4,5,71.0
4213,2,4,5,54.0
4214,2,4,5,57.0
4215,2,3,5,51.0
4216,2,4,5,62.0
4217,2,4,5,52.0
4218,3,4,3,27.0
4219,3,4,3,30.0
4220,2,4,7,33.0
4221,2,4,5,54.0
4222,0,4,2,53.0
4223,1,4,5,47.0
4224,2,4,5,58.0
4225,3,4,2,27.0
4226,1,4,1,54.0
4227,0,4,5,53.0
4228,2,4,5,61.0
4229,2,4,5,63.0
4230,2,4,5,70.0
4231,2,4,3,29.0
4232,2,4,7,30.0
4233,2,4,5,56.0
4234,3,4,1,17.0
4235,2,4,5,52.0
4236,3,4,3,67.0
4237,2,4,5,67.0
4238,2,4,5,26.0
4239,2,4,5,29.0
4240,2,4,5,60.0
4241,2,4,5,67.0
4242,2,4,5,47.0
4243,3,4,3,32.0
4244,3,4,2,42.0
4245,2,4,5,43.0
4246,3,1,3,71.0
4247,2,1,5,55.0
4248,3,0,3,27.0
4249,3,4,3,20.0
4250,0,4,5,54.0
4251,3,4,3,29.0
4252,2,3,5,53.0
4253,2,4,5,29.0
4254,0,1,5,38.0
4255,2,4,7,28.0
4256,1,4,1,61.0
4257,2,4,5,72.0
4258,0,4,5,35.0
4259,3,4,3,30.0
4260,2,4,5,77.0
4261,3,4,3,19.0
4262,2,4,5,59.0
4263,2,3,5,48.0
4264,3,3,0,27.0
4265,2,3,5,38.0
4266,0,3,7,32.0
4267,0,3,5,50.0
4268,3,0,3,15.0
4269,3,4,3,26.0
4270,3,1,7,21.0
4271,0,1,7,24.0
4272,0,4,2,24.0
4273,0,1,7,29.0
4274,3,3,3,21.0
4275,2,3,5,70.0
4276,3,1,1,26.0
4277,3,4,3,21.0
4278,2,4,5,66.0
4279,2,4,5,53.0
4280,2,4,5,68.0
4281,3,4,3,44.0
4282,2,3,5,51.0
4283,0,1,7,30.0
4284,2,4,6,22.0
4285,2,3,5,38.0
4286,3,7,3,26.0
4287,0,1,5,47.0
4288,2,1,5,44.0
4289,2,3,5,50.0
4290,2,3,5,53.0
4291,2,1,5,56.0
4292,2,1,5,51.0
4293,2,1,5,36.0
4294,2,1,5,43.0
4295,2,3,5,44.0
4296,0,4,5,49.0
4297,2,3,5,48.0
4298,0,3,5,51.0
4299,3,3,3,21.0
4300,2,1,5,66.0
4301,2,1,5,59.0
4302,2,1,5,64.0
4303,0,1,7,22.0
4304,2,1,5,31.0
4305,2,1,5,52.0
4306,0,3,7,18.0
4307,2,1,5,50.0
4308,3,1,2,41.0
4309,3,3,2,34.0
4310,0,3,7,42.0
4311,2,3,5,53.0
4312,0,1,7,47.0
4313,0,3,5,54.0
4314,3,1,3,21.0
4315,3,1,3,49.0
4316,2,1,5,58.0
4317,2,1,5,33.0
4318,3,1,1,24.0
4319,2,3,5,36.0
4320,2,1,5,46.0
4321,2,1,5,45.0
4322,2,1,7,48.0
4323,3,1,2,41.0
4324,2,1,1,40.0
4325,3,3,3,30.0
4326,2,3,5,45.0
4327,2,3,5,47.0
4328,3,5,3,43.0
4329,2,1,5,40.0
4330,3,3,5,29.0
4331,3,3,3,29.0
4332,3,3,3,18.0
4333,2,3,6,24.0
4334,3,1,3,41.0
4335,2,1,5,74.0
4336,2,1,6,65.0
4337,2,3,5,45.0
4338,2,1,5,51.0
4339,2,1,5,68.0
4340,3,3,3,22.0
4341,0,3,5,27.0
4342,1,7,5,44.0
4343,2,1,5,55.0
4344,2,3,5,37.0
4345,2,3,5,61.0
4346,2,1,5,76.0
4347,2,3,5,51.0
4348,2,1,5,54.0
4349,2,1,5,62.0
4350,2,1,5,67.0
4351,3,7,3,28.0
4352,2,3,1,54.0
4353,2,1,5,55.0
4354,2,3,5,65.0
4355,2,3,5,48.0
4356,0,1,5,61.0
4357,2,3,5,44.0
4358,2,3,7,25.0
4359,2,3,5,43.0
4360,3,3,3,45.0
4361,2,3,5,51.0
4362,2,3,5,40.0
4363,2,1,7,29.0
4364,2,1,5,66.0
4365,3,3,7,31.0
4366,2,1,5,55.0
4367,2,3,5,56.0
4368,2,1,5,81.0
4369,2,3,5,52.0
4370,2,1,5,78.0
